inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
14HoJSoFV5gGcNKvCytNWXfrBRmNWUKt5L,1HiNUfY2fXZ8EEaNkG19Au94q9HTRWfSyb,3GvRPs2AQiGhYgqvoNStZ3TgAuXWSTr9TZ,0.41825604,0.01886537,0.39890016,21.144571243500657 : 1,2017-07-19 20:13,49051,P2PKH,,,,,,,,,,,,
1FtbB7dcWX3uHT2FEomPq6eqcYbomJ8FRq,14DBojEQEpJoJMF6rrP25pSk9VDpnzJ6Ju,1KSHZLk84CnphEbqpLDZKCgJHQfWpicHj5,1.77518995,0.73514302,1.03963768,1.4141978522764183 : 1,2017-07-27 13:44,40925,P2PKH,,,,,,,,,,,,
14pLa356zaqMKCLvmtjCRHVwLRhhxQR8dG,1LkwM274gUkKWuJvW2NBvUYwtvjjaBFSXH,18Xc3oursGnaoZrRm1YRhqvsr8zJEBvQpc,253.3947699,4,249.3942049,62.3485512175 : 1,2017-08-15 6:54,56500,P2PKH,,,,,,,,,,,,
13ZjrkXabcoRXAdT8UMz19dGrwj7zL8ohU,1HcmXgYeFKuezzvtSBRNY6sN85dhVatiHA,14C4CKZMacVi5vQkNwBkbz9j2bfBXYH9RT,3.89699853,0.9475557,2.94894718,3.1121623562604284 : 1,2017-07-21 15:16,49565,P2PKH,,,,,,,,,,,,
1DVJeDBrufxE2zjbzwwKfggAV5LsWZ1myd,37z1hj7hMLt4BkaA82cAz7TAJLqmk8APrN,1LyVYKdeoemEmK9YJs1tgJt7q2RGEqoXbq,0.39716425,0.13878297,0.25766508,1.8566044522609653 : 1,2017-06-30 17:10,71620,P2PKH,,,,,,,,,,,,
1CAFjKsw8xFuemHw1EVMJVozpfr5iEvpzG,193YosUrtTP2YKdTE96m9KL1ytJCPkqCYA,1Dw84QVD36haN82sG41H6vTyDyPwX6U1yQ,0.63,0.02346175,0.60557576,25.81119311219325 : 1,2017-08-24 13:07,96249,P2PKH,,,,,,,,,,,,
1KDyRSN4N2fB7HeA4TVmwgveqNNcyAGjcx,1FUiHTQuWYs9VrhECiQ4X2QMYVHr6s2SUu,1MChyuenQGKa2uiuKZL4fxRcGCBfN64AF2,24.30344594,0.02519878,24.27768216,963.4467287702024 : 1,2017-08-09 14:44,56500,P2PKH,,,,,,,,,,,,
1DLDbVbkLgkggBSLVJZBCqPK5uKhWDiWgq,32D5FZs9CUHepKaBo5keESNq77kzTztH1p,1NKgBsiH79psDgUYC7jYg6ZNuM6kxS6GYK,3.99220722,0.12136674,3.87024462,31.888840550549514 : 1,2017-07-10 11:33,59586,P2PKH,,,,,,,,,,,,
1NegBBVuyP3gySyceDaFB6Wh1WUDnmaukV,1BzBk2bw7fXtXZwhsgyYFjtwhrRQZwcAjD,1LsHPYjhb11Dn7agtWrhF6fJKzMHconrSm,4.17654961,1.997762,2.17815481,1.0902974478441376 : 1,2017-08-20 15:45,63280,P2PKH,,,,,,,,,,,,
1Fjh82bRVUeikFVG1p3tBuH8mkt9yeYcbm,1Q9jFfffKmhCmVFJ32odduuWu9Yq111pxx,17mDELL4T5HaunsjBwvjpgsVMxdEGkUDBT,2.25727927,2.21282164,0.04389263,50.41442356040182 : 1,2017-08-08 15:21,56500,P2PKH,,,,,,,,,,,,
19PQz2USbKD7v19frdtxRZ56egBHGXuCTf,17p2ZDADBbxiDCRMSFuu1YMdYDnRu2ZAUY,16FeJByiVBkQ14JbhnQ5KbCoT65vuQeiwZ,4.27672096,0.88200143,3.39417325,3.8482627516828405 : 1,2017-07-12 10:51,54628,P2PKH,,,,,,,,,,,,
1BaX1S92NHa3A1MnhgqqrEPEDQofyyp569,1PBpMUBFzsJs9G83vqNTmM2cUBxWDBacsS,1Bpperjo4PwXQ9k137Hj4WixakQr3sL5CY,3.9222608,0.79853617,3.12300226,3.9109089573237488 : 1,2017-06-30 10:44,72237,P2PKH,,,,,,,,,,,,
1Lmeh5ukjV82dZPRfd2SVLMz5vtCRwjr3o,13YH7yKXas9mhppoNgU35V9G72K4p3Mo3Y,1NYi7HbJXMmxhRnteHRtXN9Gr1fA6qtVE8,3.17847655,3.07837352,0.09942503,30.9617560085222 : 1,2017-08-31 3:11,67800,P2PKH,,,,,,,,,,,,
17TmWr6BanfLSD25hGtB43eujPjJW1GuwJ,16oiZyAZcBNHk35oFdscAA84zzuZ9KemkQ,16pxWuVXCaVUGqN3dYmJtTUxo59fqyAwZ,3.61,0.50017977,3.10937102,6.216506957088648 : 1,2017-07-24 16:56,44921,P2PKH,,,,,,,,,,,,
18jatAmxUQ2UCS7xAe7CM6w7SYPFaBjmY,17hvZgzLmS9fyKkYDtG92k9YpE3eiEBmUF,1P6kyzUoN9YC9txkawLfn77cyohzUJAyTP,12.02105099,0.07433397,11.94608422,160.7082767138631 : 1,2017-08-21 21:58,63280,P2PKH,,,,,,,,,,,,
1DUhUSJXooDKBncbVvoHnCi1WBEUNyof45,3PmxGjc4FbHe8ykjszwxR1v2ZZnjFXJV7W,1FMWaDYKSvggEzDVw9fif8RpMwAADj2ta,4.31636684,0.3300846,3.98568585,12.07474038473773 : 1,2017-07-14 12:41,59639,P2PKH,,,,,,,,,,,,
17neosfbW6pi1GMjhT7M3gcwDRitea7VjV,1JwcwunsNKcJj5ey9aDnWJJ5tXW7xPRFJ9,1LyxbHXeVZYoxZQenofT68z98Av6zVdnZx,1.91485288,0.25153673,1.66290809,6.61099510198769 : 1,2017-07-11 22:32,40806,P2PKH,,,,,,,,,,,,
1PHwiTrx59EgP8e9cKCvZpgbsrUfwW8mEn,1BiBddSVHHkj5kYuUVAhpsrP7zZh1nTVBK,1Ni4HnrjCpELe8YqkCMsRVxxP6pPDhSmSe,3.58509676,0.63596868,2.94875533,4.636636084028541 : 1,2017-07-18 22:19,37275,P2PKH,,,,,,,,,,,,
1GSXbV1bKcnkFRNyW2pYrsHzyAKbJuhxbW,12io1gyPwwB3ySZCPTSh3VFyjT4gnsSvvT,15VjNh6h8knkKRfLAPXVVkA6JeiDPkRENc,3.23960334,0.97099939,2.26793927,2.3356752778186602 : 1,2017-07-05 2:18,66468,P2PKH,,,,,,,,,,,,
13kL61mydkdRoogs2Pu2Pv59tnyx4oXAj8,15ECpTc4YpdkrZYerA6gWp2R41Eiec2uya,15c5W3j1VJvEe9SzjiDUXSA1RZLi3JuSF1,0.05,0.04479463,0.00486543,9.206715542100083 : 1,2017-09-13 14:46,33994,P2PKH,,,,,,,,,,,,
1H1VDW8Uw9FpADo7RFnQjRYhc96V9ioXxu,1Fd6brwEm9r6eGC7wNVowf7YmZP5xHrXQM,1GfxEedRhLn4pd4hEx2CkKagpRtkZvw9jp,3.194632,0.996208,2.19752,2.205884714838668 : 1,2017-09-05 14:47,90400,P2PKH,,,,,,,,,,,,
174Ft6RZZdAdDgEyD8vBR2oZhvYiTNe6Uh,1KNGQKia8GcwwkxAbEzUetn7mxoW4Uecw3,16pbg7MzVto8FKKpJQeLRwyb4qguVf7mqA,3.90015601,0.07751431,3.8219167,49.30595008844173 : 1,2017-07-04 12:03,72500,P2PKH,,,,,,,,,,,,
1MEaVcJFqVvHFADknWdRbDkftttTTVQxsn,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1Ko2E72RpLtSSAAYFHk2wq1VeNgWvEBgKA,4.48809974,0.40642842,4.08117643,10.041562620054966 : 1,2017-07-19 20:01,49489,P2PKH,,,,,,,,,,,,
1LxKhiU4EkfDLGEEAcWZChcmM5wb11VmzH,1JbmzKBjAHZRyPe7WgtgA2woTCqTbs2EM,17ELUHXRF4Pao4EPSw65BSw7A8UJxtLEH2,3.63141172,1.53781965,2.09279495,1.360884515944376 : 1,2017-07-25 16:03,79712,P2PKH,,,,,,,,,,,,
1NbnRyTsKsqohoQFrcReRkoq1wHpGTi7tJ,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,1859E5FeqJtHoirCdqvZbRaPRNij4hWaA7,1.79848209,0.81779522,0.97999463,1.1983374395365136 : 1,2017-07-01 22:56,69224,P2PKH,,,,,,,,,,,,
19X6XSqMEcKEtjSCbiQbPienFqL9iFBte8,1E1FHm8hbXvxD99F9zrw3jYS816ryMfY9k,136WokHFuqnTdqpJurKY1YwEGzhEJReErR,1.80449994,0.43753556,1.36628938,3.122693341770895 : 1,2017-07-23 9:34,67500,P2PKH,,,,,,,,,,,,
1E3Gudip2j1whLBxiVF5vA4knEvBhwhcJ7,12AZ81ZTNhA5WhGUZ7D42n2YVMKUgVXYSG,19debxcxJy8NByFq19miiLigBpRfuic6GU,451.6713982,0.29783268,451.3730005,1515.525430318795 : 1,2017-08-09 12:23,56500,P2PKH,,,,,,,,,,,,
1NVsnbp25y6SFxyZtQJ9wgZFW1M6wVgg38,1GAvZ97pyG6AiHqpaanVynuGpN6QngZ1qC,13o13f3cmu14Y2K8hnPfybHppJk3McJEsP,10.30561604,5.13421069,5.17090906,1.0071478114584347 : 1,2017-07-23 14:50,49629,P2PKH,,,,,,,,,,,,
1KwWQhhzVzfLoQrojPRNHTBPijXPW3QJZ5,1J5yyAnExFXUDbT7Er584SJBPw4faWKaGd,18HgyBWnKpvdxANtszRULh5VUVmHxczUze,1,0.01749748,0.98249122,56.15044109208869 : 1,2017-09-05 20:40,1130,P2PKH,,,,,,,,,,,,
1KKWzeYwiYcQBKmnARKLGk5YEd8BsmpVsn,158fm72bk62MwU1rpFWeMwkg19nQfbcmZt,1My98TQ4RGb58QBkQ8p1KvDiFdjwmUDyQ2,9.61766498,9.54001653,0.07708345,123.76218928965947 : 1,2017-08-10 17:44,56500,P2PKH,,,,,,,,,,,,
1BEwKmPMaGNHCL21iREFc8FpJfbjjMNFXV,1N3w8MV6VT1Q2fBLH2vPAergy7oHPEUM4W,1MtH8QzCZht4oQsqvXY24P3jjv73docEFg,2.16470302,0.62078815,1.542957,2.485480755391352 : 1,2017-08-29 20:25,95787,P2PKH,,,,,,,,,,,,
17LdFVsukuJh5mPE3kqsdBUz19pTWkoTk5,17FLrX6jyBWL9eaGSnqUkrcy2zVahiRCR1,16sH8fjva2aNSvKWrMr9dwjWBPv31ysKaZ,2.15195124,0.53653357,1.61475296,3.0096028474043104 : 1,2017-07-05 23:02,66471,P2PKH,,,,,,,,,,,,
1LBLPUwyZdJHWepqWHpAWAv9qJGsspwL7h,1EJxAzoBnsPSSSY7h8LUs9TPx8VvDT94pt,17ELUHXRF4Pao4EPSw65BSw7A8UJxtLEH2,1.9607772,0.977511,0.982469,1.0050720656851944 : 1,2017-07-25 15:59,79720,P2PKH,,,,,,,,,,,,
1ETCceVcK1n2yfa4mjz2T7gcLexHgtmYQA,174xDhEjkyWyHCsz2TMf4gZ6PrQ4BVgu4Y,1LWSKpn3MKnNcp26zdT99XtNmMuDntDcf,3.9592447,1.87317165,2.08547234,1.113337552380744 : 1,2017-07-09 21:21,60071,P2PKH,,,,,,,,,,,,
18pugL4rgPyE9UJPr1EXUVGCHgZKxvmwKK,1E6k5re2bjmawFbzDKUqeHFcA5PU2i1mm1,1AJMiAK2i6BqP5e5vp3s5gxET9KjwV6m6Z,4.57159577,0.64540242,3.92559155,6.08239360180893 : 1,2017-07-15 11:32,60180,P2PKH,,,,,,,,,,,,
1AWHUp4FsAdNaPYV6vqNsTkdGkMdxYwAs5,3ALLzNZeBgbrBQyRi6e4GeDP9DsHAyw6zG,1FosHqmrCka6pQPTURSppa1AmqwjA5axdE,4.37254045,1.05584131,3.31620893,3.1408213512691603 : 1,2017-07-19 16:40,49021,P2PKH,,,,,,,,,,,,
15oDEnmYDzktRFYCof7BXrQrt4iYyxqQmy,1GMsuHqpbqvi5WqBu5WDTc7XF2jm16sYKT,139AbJhZKnCaEonG92GiqZa8rhkX68v8ej,211.4591199,1.4995,209.9589419,140.0193010336779 : 1,2017-07-13 8:24,67800,P2PKH,,,,,,,,,,,,
121gcSEJbXuun6FiqmQAVCY3Dc75zEbay6,1BPUApXhyqcCHkxE5gRTiwsXsqJxeQ8ZdD,17Sjgb3p9A1PfC4nC2KAkfjWvqNqAetj1j,1.24451113,0.2118,1.03207833,4.872891076487252 : 1,2017-07-13 23:38,63280,P2PKH,,,,,,,,,,,,
1P3UgN7BXJufRZ3U3xgaKxW6t8anajdVR,1PxY9bRcxbuLosrJBKpBF8ahaJgp5D2fwY,17JdWGeTBqVoEBv1snShDwBKAcQ1MbAKgo,4.21940929,0.15771842,4.06108974,25.748988228515095 : 1,2017-07-11 12:12,60113,P2PKH,,,,,,,,,,,,
1JTfjoK1FyHvtmNm8yfdbsCi7UCFcwhuCY,1CkTvgLGeXpQCv5FKa9WxEWN7w9AEvE3V1,12eNJhokp1d5PXS3XSNphTBvxSecodjKUm,12.40828212,6.15364716,6.25409121,1.016322685943534 : 1,2017-07-13 14:15,54375,P2PKH,,,,,,,,,,,,
1PC64Nesy5iaBhg16psPJip6dsQtFfGj22,18JSntqnXSiKx3BS4kBEm6L2cwbvX82M51,1F1UxcWmRG7dTtW4M5R3UXSyUPGHccvWP3,8.38112043,2.13019954,6.25037461,2.9341732981502755 : 1,2017-07-12 13:30,54628,P2PKH,,,,,,,,,,,,
1K7dxF8A1c4snX6DMtLa6tuT843rAaNg8F,15fxqfZX4uR1ekqPQ9GBet5Ssj7Re3X8cM,14QVGnUFoADETP6zgJBEXdfu4nDqLMJBVk,0.26,0.23000213,0.02954587,7.78457801377993 : 1,2017-08-27 8:12,45200,P2PKH,,,,,,,,,,,,
1Kd4xB3Ld7MN2prmQXWwuVr8iyv7EuLFFH,1AFDKVqwHp7EdKhbjzQKpfppuahfrT3yb5,1KNGQKia8GcwwkxAbEzUetn7mxoW4Uecw3,0.40162095,0.16164625,0.23931261,1.4804711522846958 : 1,2017-07-08 10:39,66209,P2PKH,,,,,,,,,,,,
1MKRAzdMGQEJuTQ2i6EqMLLCSpmDs6bhvu,1urijycYstssCWoywmva2hcWEXhfPyjXJ,1Lp7ujUvfzyRsWvQkGPhdtvedn6b4KqYNV,0.247,0.035,0.211548,6.0442285714285715 : 1,2017-09-01 20:38,45200,P2PKH,,,,,,,,,,,,
1CRTVKhyWvn1U1yu47EoT5NnHZ6bUoFCGa,13UqrXGDm7Bz1inYjafZTvZKhS3QyTc7Wd,1EAN2AZbu2fU6WXpwXMrJ8cfkHtRv38wHE,6.025,0.32617913,5.69837133,17.470067229623183 : 1,2017-07-25 2:46,44954,P2PKH,,,,,,,,,,,,
12qKLmYdAU52Bi8BAhN4tYwNvpKGGPsaRv,1CdfFHVdAhv7dwfUkM5cad9NYAUUKYFgxp,1ByatNVgJUiJZP2ypAGV4v2GKP9J1GZEqF,3.97385206,0.34163223,3.63177095,10.630644977495244 : 1,2017-07-10 21:42,44888,P2PKH,,,,,,,,,,,,
1E4joeSALgDC5hyfhX8mXAqzSivynKwwzF,17zVcynvkJEgCUdDnK9eru4p4uWiKPhedZ,1MFvyf4EX2nKX6zNdCkDkQeTGio31Vgjyn,77.06925706,0.022604,77.04597506,3408.5106644841626 : 1,2017-08-30 18:33,67800,P2PKH,,,,,,,,,,,,
1Bp4U7WWvzxXshiM7e12xNypfDcnN8ShD2,1A9Uy9EkcsaMDi8kBaspCA164iXpzQi8nY,18FgrBgom2dUz5JunaCWptZd8kjijUNAdV,210.7447426,210.2419577,0.50221994,418.6252694387244 : 1,2017-08-19 10:18,56500,P2PKH,,,,,,,,,,,,
1MMnxAb1pF1H6M5jKkc3aLGchFNVPdEV2v,1PnLquHHWoH6wqm2BYk7jNY3wgju2RBeEf,1Ctyd2Cy5htupXE4hSHmUrwKqCbUuF7Nfw,4.84261502,0.62546284,4.21660833,6.741580890720862 : 1,2017-07-16 12:21,54385,P2PKH,,,,,,,,,,,,
1D8dnLVj7tskGPhMdhXcyjeHKpE6NjdEu5,1FC3jxLtZH24CX9L5iTtLSqkhM939xHtYJ,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,4.22174282,1.64962579,2.57152041,1.5588507560857183 : 1,2017-07-14 2:09,59662,P2PKH,,,,,,,,,,,,
1N4pkL87zCbfEMa34A3BmprjNHtty2uvEq,36UzoKtC9vgKuhuUGEaVsTEo5NnNc4bNtd,12unrJo5tH3yEDf6E99rjJWKGQ2u1waNZV,3.64,0.3745572,3.26495153,8.716830246488387 : 1,2017-07-21 15:52,49127,P2PKH,,,,,,,,,,,,
17RXiAZiV74AWyfXzH1xJsreG4FTwGXkux,3FyxtqqZfXs7HZ6dvkNsJiPiAEfyxNyF58,17dzM49YwKEiHo7DUu9GZKmEEcVjJo449K,4.30107527,1.73409144,2.56661438,1.4800917188080922 : 1,2017-07-18 22:25,36945,P2PKH,,,,,,,,,,,,
1JNdRCyWCE5pzALoeFxE39UiLryygcCGtP,141AH6Le2YxRPLcxaUfor7CrkG3oFgssa3,1NT2B5xWWeEJrdhcihMfFhmz8CEE2ogC4B,2.03121756,0.62018383,1.41043193,2.274215904661687 : 1,2017-07-15 12:48,60180,P2PKH,,,,,,,,,,,,
1HrjuyPXKtvdJFByqz5Ao1Fee2jBtDhZJz,14BWYWRi4mLJcoT3CoRiMFdN2HcXsPhu3f,18wuQ9Po8FAZ71huF2eSHrzxqiyb34j7rT,4.92605985,1.87486116,3.05066451,1.6271415585781295 : 1,2017-07-16 2:38,53418,P2PKH,,,,,,,,,,,,
1Kpvg7wbKtuYkb2ef5DpGzSS2Q2rvKTDK9,1CrD63DgXUQFDY9yamGX2sCE7dATkwBemC,1APhqPtg3GFb3dQuFKgkkg8SCBs9ARE6Qv,5.06065192,2.32551025,2.73473164,1.1759705810800019 : 1,2017-07-17 13:38,41003,P2PKH,,,,,,,,,,,,
1MqZb4BQJrnTAfe59dXAU6TMxvePZPPitT,15CpMTQ6N1Hpf87RyPPzjGyPpo1kBFtFgQ,1GGrA3MtemQkY1LqTZkEc1tzELHEio1osK,4.25531915,0.61784655,3.63692632,5.886455657962321 : 1,2017-07-12 10:24,54628,P2PKH,,,,,,,,,,,,
1LUYpGyDDYABqfJ7BW6ANDH9daP3AKvXsk,1AZNzVM6dJukwsiLzUiKiDTmWR1riwvxFM,13ndv71Kc67i6SehzASukubrEE9U4XyD94,4.06437978,0.16167384,3.90190726,24.13443795236137 : 1,2017-06-26 17:32,79868,P2PKH,,,,,,,,,,,,
13bKKdnJHZsg9Ydak16faaGA1FPQm742z2,15Q8jGLCBTmwbrh7EcXPkygXvZvS2KFwZA,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1.81400596,0.1549578,1.658504,10.702939768117513 : 1,2017-07-16 22:15,54416,P2PKH,,,,,,,,,,,,
18YWUTByXBp7nhQtmxonNuMHZZ8Pji1PKU,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1njMXhXRBEZririC4bR2Ld4Tk5rDfg5nM,4.00259369,0.22955709,3.772312,16.43300148124373 : 1,2017-07-03 14:58,72460,P2PKH,,,,,,,,,,,,
1Js8hfCu4o3Sa7v1ss4GyVJSs3GgZXzAmq,1EWSeAzP3qs1EbzYpQzFzcSzFpf4mWXRLo,1FM6VvDemgtVobdumMpBriTQ1caDR4XXnL,208.6404616,203.1630908,5.47680573,37.09517935009902 : 1,2017-08-13 14:19,56500,P2PKH,,,,,,,,,,,,
1DgUuxreCPPvD2U3T6EPTBds4TnFZpFqH6,339P2mtGSd8UR57YsMEvVtvCAiV7nRuBwF,1KgYCsqELDMjtLcfiV1FKfRXPRDCZ6FUPD,0.421835,0.1088,0.312923,2.8761305147058827 : 1,2017-09-05 16:01,11200,P2PKH,,,,,,,,,,,,
1D1GMi7qcim6GS94poVCdspAMCe5eURmYq,1PAE1h5eDBURvjRQFiHcfmNxd5nZTgpqTF,14BoAJeeRhL1h4DqFK1kYgUKQv2xv4Q3iL,5.1,0.058085,5.04095707,86.7858667470087 : 1,2017-08-30 12:33,95793,P2PKH,,,,,,,,,,,,
12t7wyeDpQTFpxo6pG3vETXv91k6bfjADt,147qr2WHnj9Qd4cFwZo8X9JTcy8WW3Xmkv,1LJFXRYU6qRQmVE1jg5whFsY97PMbsgZQH,4.19778274,1.01669461,3.18054335,3.1283173125113746 : 1,2017-07-13 17:59,54478,P2PKH,,,,,,,,,,,,
1FvynkyAxxYgoNVFywEVbfPvHVAeWsmv4v,1EACtd1E4pKpDkXbuNqifGfemrn2Fvajdd,1Azf2kMdnSCkA3UhYs9TFwL6enuJeiUeE1,3.82943689,0.14494926,3.6838229,25.414568518666464 : 1,2017-07-06 11:34,66473,P2PKH,,,,,,,,,,,,
1EbVAz8dtbJDxiaceqC3Q1TSA6sqLnCyAa,1FeEc6mMxNL5oauFuH2MqYCSsqkqa8W82y,1Dm4s3zxeTqy8t99F34qgRoNwFyCuwzaBR,0.50318865,0.02326533,0.47937921,20.604874721312786 : 1,2017-07-16 22:15,54411,P2PKH,,,,,,,,,,,,
1DJsdbhDfCzbbzaahTybzWkZLWK7ZPneRA,1MM2vfea1jCPk1JVJDUNKwzVA7T93Dmi2m,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,0.10510495,0.01701442,0.08714353,5.121745554653053 : 1,2017-06-07 13:43,94700,P2PKH,,,,,,,,,,,,
16BmeRNC2okpVCJ2CUNFfsPaNpeGLFApUU,1A31aGTA8HB5xTyodLLLgr9ch5tqCafeFi,1FiL8G88HPQ9r73KgYKLUn1TwFvqeBptQn,1.97543438,0.39749605,1.5773364,3.9681813190344912 : 1,2017-07-15 1:58,60193,P2PKH,,,,,,,,,,,,
1C2Srud7UctV15v2XwQW2WskZDspw9yj5U,3QGNAcdgNk8bJUaPERj2PMR18xP8yhv5Yo,1GPtW15onQNR5wbaEWarCQWDGSGvFpt5vH,1.75100683,0.19626414,1.55402716,7.9180392301925355 : 1,2017-06-29 19:00,71553,P2PKH,,,,,,,,,,,,
1Fa2m1YytUyw5k3evvAxJAsJ3sVn7fZdXD,161E47s2WAMsiAiecxvL2oRWk3Q4Zt9Bkc,19NUzYBjcEiVWL2xgi4E5tgWYdg1fEk1cq,4.25470358,0.23986978,4.01428752,16.73527828307509 : 1,2017-07-12 10:24,54628,P2PKH,,,,,,,,,,,,
1K5ADBeDWhfkXTHvwRY3X4mC29v1i1tUrE,1MiR9uZWEuPK7vHWoBUaw59kFTK4LST2wK,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,4.15650056,1.65849031,2.49747131,1.5058703056275318 : 1,2017-07-13 14:13,53894,P2PKH,,,,,,,,,,,,
13AsNAfKyYGF5V5Fs7mRmXogZX1Xzzkptu,13Gn3yhboigaMSVzfqBEeWor9nswSnc1wD,1C3pA2vC71d9hVt4KKW3axW2gVVc5MnCez,427.1884436,423.2127656,3.975,106.468620281761 : 1,2017-07-23 15:35,67800,P2PKH,,,,,,,,,,,,
1Gae5AdM6FgNUnmUPVwi6oPh3arjJLyL1W,13ENuLG5knYibpzQNzXA5xh8vAWsvakedy,1GwzgiQnQtaJ8Zt81RpC17DxJQHnk8ZTdp,2.15179127,0.98610189,1.1649637,1.181382686529482 : 1,2017-07-07 23:10,72568,P2PKH,,,,,,,,,,,,
199nu6sqVCVXEobHMGw3N6wX5jydanUvQp,3AVVjrQKd94ezPhUp3YNLi2ZH9LBQr8BWT,1FwTgJDccLXPmzkq9kpQiEqPDZEQ5L43EW,0.38983341,0.15947459,0.22964156,1.4399884019140603 : 1,2017-07-01 16:53,71726,P2PKH,,,,,,,,,,,,
17YFn8hYY5c7LHrcWtSpg9CgWyZ7vRDi4w,1BQPu6RpZ6Sm9NB4Yf51fDybC1nsV6uomm,1AvACfqr8k3fYxH7YynRXhpBX5oBZ5Avwo,1.93102041,1.5645,0.36584241,4.276431483162381 : 1,2017-08-30 17:33,67800,P2PKH,,,,,,,,,,,,
1EXSFjCPqtLPXWuqhxfWLZ5P2TfqtT2Doy,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1BrWaM4iKdpPDpugcmKQL6tMQwxcjgvG46,1.88308978,0.22151315,1.66085243,7.497759974972141 : 1,2017-07-02 17:17,72420,P2PKH,,,,,,,,,,,,
1Nv8LxDGgWeEUxnekbGi2BEZzP8hL9pAUg,15aFEdJqzV14aa2vj1hPKajcVCYSamMhxt,1JWVeRRM5MXpyKkjxMFvAc9egr9iJWzuZ5,0.2,0.016,0.18369021,11.480638124999999 : 1,2017-09-18 18:25,30979,P2PKH,,,,,,,,,,,,
1KjmpPriZEHiyuYKUvt1P6MRtW7UVwikvS,13sQQHGqSKKynLHSQkHuNv8Q4qNmPcR9g1,1Lk5HPQjyDYQ2s8PhzRJHx6ChoAbmTsqau,4.12723439,1.30190142,2.82473184,2.169697180298029 : 1,2017-07-11 11:28,60113,P2PKH,,,,,,,,,,,,
1pwucRDs1q2v8DphZ4ysZm91qZSs3PHX4,1PxY9bRcxbuLosrJBKpBF8ahaJgp5D2fwY,1Kpgx9WaJgvdC2LBYQJ8nag22FWgEcKx6i,1.78713265,0.14909647,1.63737417,10.981978111218863 : 1,2017-07-08 15:40,66201,P2PKH,,,,,,,,,,,,
17c2unuGmY5LWMoNVqF6u4owmHjWHu5o5Q,12hRa9nKMzvDXdcQVaaV4f8b9gyELb9v27,31hj42nThKuu7ftkjio1cHYfAHwZjCuk1x,4.01028237,2.00298413,2.00670238,1.0018563551973825 : 1,2017-07-10 11:33,59586,P2PKH,,,,,,,,,,,,
15v2d3KgQ7RyToP3YX95DrgvvHmo6CvKg6,1CAvdMcttJmY8nR21SvRVRYtXHtepWUXkL,1AaN61PcFtm6bqwpJ2zTAVEKGD1nBPWQzm,1.63430145,0.53454544,1.09895889,2.055875530431987 : 1,2017-07-25 15:59,79712,P2PKH,,,,,,,,,,,,
1NSet7dx6rn9xrXSdn9zxEjmt7AB5Q9Qia,174xDhEjkyWyHCsz2TMf4gZ6PrQ4BVgu4Y,1LM55w4b3ZSURG5QSEsH3wcctfGNGL2SM6,13.59865827,1.05667195,12.54173348,11.869089058340197 : 1,2017-07-18 16:41,25284,P2PKH,,,,,,,,,,,,
19BjGUY9cAk6Yrfr4PhEo3qb7cYNrCVLAW,19WEnH4n7st3dGAjkJ5pdYUUwBntaCd5L2,1BVqqYnyt5KYDmUibjX4K8n8rHR8j5Eije,4.0402408,1.06319221,2.97638658,2.799481177537973 : 1,2017-07-08 22:47,66201,P2PKH,,,,,,,,,,,,
18HqBkA8eKmkCp1uDPnJDwVvgF8x6rSsJ,17J5PJaGJLQV2miikorFsqkhWx5JzaDgMu,1KJNhi3XsRQZzQ8KeJMFhkpQSUHxHqwZ3z,150.5972455,0.0024663,150.5942142,61060.78506669911 : 1,2017-08-16 19:18,56500,P2PKH,,,,,,,,,,,,
inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
18HqBkA8eKmkCp1uDPnJDwVvgF8x6rSsJ,17J5PJaGJLQV2miikorFsqkhWx5JzaDgMu,1KJNhi3XsRQZzQ8KeJMFhkpQSUHxHqwZ3z,150.5972455,0.0024663,150.5942142,61060.78506669911 : 1,2017-08-16 19:18,56500,P2PKH,,,,,,,,,,,,
1AFFDpGSqpJZ9y2ABfh1GpAnm4Xu5pCZHH,19WEnH4n7st3dGAjkJ5pdYUUwBntaCd5L2,1686kuo7kfu3UgtzNDTE9vMEwaWoeYqGEH,4.3284422,0.82551856,3.50232243,4.242572607937488 : 1,2017-07-11 14:51,60121,P2PKH,,,,,,,,,,,,
