inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type,,,,,,,,,,,,
1NHvmwgP6WyxB7BxtDoNMu32H2jPYB6KzH,1Av7EPHYaXAuZ1K7QPRntF6zjR4dmuMSei,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.92807404,3.71854687,0.20949303,17.750217608671754 : 1,2015-11-13 16:01,3414,P2PKH,,,,,,,,,,,,
19YfoqrSKX3MjeMCWox9K44XygNJfcy3D6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,134HDzeptYj6oDeKSqEc9YZr4XwKDJSbL9,3.95253923,3.92807404,0.02443105,160.78203924923406 : 1,2015-11-13 14:41,3414,P2PKH,,,,,,,,,,,,
1BqPwRy4ewHYCZu3HwqashBajS3mb4rK1p,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18ZorfuVVuMB35aiw6WhuNe8b9SnDfwB7D,3.92025779,0.21008403,3.71013977,17.660265608956568 : 1,2015-11-13 16:05,3399,P2PKH,,,,,,,,,,,,
12KzYzrudXAqEhFpiqYrLifewq3eLepjP6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,197aWfT5Xwj7Ajz1q8CbDr44MonZvyJMG3,4.18619181,4.17440941,0.01174812,355.3257380755389 : 1,2015-11-16 14:49,3428,P2PKH,,,,,,,,,,,,
1D2hTdn3kQUmpEqHHyCxdjDHKR23Y7h1kS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1AKyXuPj8MJJBBC18ZNSoMHH2dykjRCRsN,4.20781001,4.18247782,0.02529806,165.32800617912994 : 1,2015-11-16 14:49,3413,P2PKH,,,,,,,,,,,,
1FpC7CNBxZW1m7eJhJ796P37HNu47jCXcK,1GWpU7bqxzr2jRHahcmnAXEwdCVqgjupjd,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.19951005,0.01262006,4.18685571,331.7619496262299 : 1,2015-11-16 11:33,3428,P2PKH,,,,,,,,,,,,
13SRAFvXRey2ZXijAXxdzqLsPYW7s7xDr3,157CRKyp9MmcKKUTEPxkuqDqDGzjx7QXqv,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,9.2891137,5.15854988,4.13051914,1.2488865697399965 : 1,2015-11-20 22:55,4468,P2PKH,,,,,,,,,,,,
13V9aUuExJDXSKGJi918DQ18oX9uwbKKYr,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1E8twExVVNDTHxdcCy4M4kRM8wADh86rcs,5.31506413,4.21722045,1.09779883,3.8415239065248414 : 1,2015-11-20 17:31,4485,P2PKH,,,,,,,,,,,,
18HKN25Fy718g1ZMfBYHgePN8zqfQCW7iK,14PsQNSVdgWGH68WEf1GUep3qigsxraBzg,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.13427086,0.019038,4.11519516,216.15690513709424 : 1,2015-11-23 21:01,3770,P2PKH,,,,,,,,,,,,
1PegS1FW6ukMsE8yuwQCXe1P5gZURH8ZKU,12jZHrBNj3NWnACHqMmJc8ApXp7VEEFmzs,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,9.18913646,0.01786355,9.17124191,513.4053371250396 : 1,2015-11-23 16:59,3100,P2PKH,,,,,,,,,,,,
1CNjNkntitoERLMcYxqfzADD5QxJgnsVeW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18yCotZjw7Cph5DDFL8wvs7DT2YkcVCH1s,9.1978202,9.18046909,0.01732025,530.042527677141 : 1,2015-11-23 16:59,3086,P2PKH,,,,,,,,,,,,
1HsuTFE2RkVAM2avcvVkMj2FgahzKpnEo6,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1LXsy4e1TsjYayYLyjoPbXgyjQDVvHo8B9,4.13375298,0.21967295,3.91404252,17.817589830700594 : 1,2015-11-23 15:25,3751,P2PKH,,,,,,,,,,,,
15hftpVjv24v87KmZo8wHk7ej4XiZmoiKj,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1KZoUs3MPhfgkyByehrTXX1MuDS8eDeMib,4.14934616,3.9321778,0.21712601,18.110118635717573 : 1,2015-11-24 17:07,4235,P2PKH,,,,,,,,,,,,
16WNGkcVvbjRqaatbG9x92afdaEh21VRdy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JAqTEqFFhFKBWHWSM2veZ7W4sY9hqiz9Q,4.00993377,3.99984849,0.01004019,398.38374472993047 : 1,2015-11-26 16:12,4509,P2PKH,,,,,,,,,,,,
1NPSWBLvtiwEQ1SoRGd7C7rdLzXBtDED1F,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CQT6VrdB9nUWbNsCxRAXDv5T6RfSXRo1L,5.06042424,3.99174428,1.06863508,3.7353670628143707 : 1,2015-11-26 16:46,4488,P2PKH,,,,,,,,,,,,
1HSH5dHgoVhvDHMm1YbtztQEk942qz6Tst,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1568PXaAjvXDmPDxRS8d91ycd7cba6WcWR,7.7718338,0.21166117,7.56012755,35.7180655762226 : 1,2015-11-26 16:46,4508,P2PKH,,,,,,,,,,,,
1FVYwD9yEUtLqH27ndDfNJZDm9PCaTJohp,1EtkAFBPe8L6biNWzuPpuqNWytgTwXauu5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.99174428,0.1647538,3.82694538,23.228267754673944 : 1,2015-11-26 20:40,4510,P2PKH,,,,,,,,,,,,
17ZdHmK5D5A9Gut9vbFJTsT44AFLtcisY,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1FXBZHbhMiSTg4GN1J7shKzQrJ9dFsEPXE,3.96429108,3.9100388,0.05420719,72.1313685509247 : 1,2015-11-26 18:33,4509,P2PKH,,,,,,,,,,,,
1NhmGMifjXWSsA2BhtjvcM5iqL4nF52gFc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Aa7YukrRvsoxH6v73go21PEhjoostQt79,4.02202992,0.48528966,3.53669538,7.287802876327511 : 1,2015-11-26 13:52,4488,P2PKH,,,,,,,,,,,,
1JR7Ahwf2UTPgJPfCVeSTLT5ptsYjLjwEX,1GvGERNSM6pEosdGtGjtRQ2zxWAZccjZgW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.02190737,0.22915642,3.79270587,16.550729279153515 : 1,2015-11-26 13:18,4508,P2PKH,,,,,,,,,,,,
1XYhUBudhnJxRvCfJd6XLnDqFyr5qNSD7,1BfD7bEeNdyzVYfmjqdjnsGqHV32pbdhpd,35r84DksY7p3deE2iqXier8WP9XU2PUK4G,4.80793482,3.09458485,1.71330794,1.8062046977964743 : 1,2015-11-27 17:56,4203,P2PKH,,,,,,,,,,,,
1JkP4WtW3gabjho3ZHtN1Hns9vLyZCj1Bw,1Ctne7YnmMcdfWqRvYw9JcBrTzFPtFpMsP,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.75584009,3.55391122,0.20188647,17.6035135985091 : 1,2015-11-27 13:06,4240,P2PKH,,,,,,,,,,,,
1HJypG6XTMzReakxi8Zu5M2c6rBBfe7cjd,1Pji38Q6kUoDiYV4p5poFMVpBCd5PxwEs5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.78828493,0.18593705,3.60230548,19.373790645812658 : 1,2015-11-27 16:35,4240,P2PKH,,,,,,,,,,,,
1DgMwFmH1qNf6xh6VZ8CGeMyTdVbj5g4jA,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,13cuc9YuKVuXQArRsdnsVhe1N3R6RtWYi1,3.52665046,3.50874535,0.01785994,196.45896626752383 : 1,2015-11-30 20:47,4517,P2PKH,,,,,,,,,,,,
1HsnFDP8kGw5sCu6GMd6WKHZeyM43JLzgn,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1JayTTrGL54mE7NX5SFuR9gdxEJ8EWSZMF,3.5025075,3.3273884,0.17507413,19.00559722901379 : 1,2015-11-30 20:12,4497,P2PKH,,,,,,,,,,,,
1BUQirUip3WJZFE33AhD4UeV8voMUEjjdW,1K4J5TFijsEN4tXWmqzfkiUHTS61EtXQZp,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.52881891,0.04098111,3.48779263,85.10732456978349 : 1,2015-11-30 18:35,4517,P2PKH,,,,,,,,,,,,
1Go9mu2sHvKgjyn16dfcNYDvfWzQYVoigT,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1917uRzk1uHiyPdS4eSRBBhBzjUqzdVP2a,3.51912874,3.32854024,0.19054333,17.468678856404996 : 1,2015-11-30 20:12,4517,P2PKH,,,,,,,,,,,,
17gPrEZZdJKZ7H9nQgzjXTrb3Koh49hDyR,1DD8mnUv4hi14syXsEqMyB7oV9tAB19sjc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.76931059,4.24496895,3.52429647,1.2044869057227754 : 1,2015-11-30 17:53,4517,P2PKH,,,,,,,,,,,,
1DWv6iQ6cBg44Xe6LiyK7zKFWc3rNC3XKw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Dabf2etEzNFtmWsG7iaiBQQHKYxmaYEed,3.52891325,0.02686367,3.50200461,130.36210651783617 : 1,2015-11-30 17:53,4497,P2PKH,,,,,,,,,,,,
1GBWoXsu7E4tCZfVwB7KZ6FX35EEZ3pWMR,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,15fg2Vt1wy45nbnbFX9La9ZPkGd5Fomb69,4.43025415,3.3273884,1.10282058,3.0171620482454182 : 1,2015-11-30 20:12,4517,P2PKH,,,,,,,,,,,,
1AztLLKWiw2ESFyQe6Sx3qx2QgnbbKQtWW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,19vJZL31gQq9SbzG9j4stfbWU6Umx3q6C,7.73924567,3.3273884,4.4118123,1.3259084211509544 : 1,2015-11-30 20:12,4497,P2PKH,,,,,,,,,,,,
1NViTM2XDyasUYsLeZNKdFJQTRdDF7qyFs,1Fi73aiC1XnVaPMYmSd7t2CPuy9ACDeNwS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.52910194,3.34192123,0.18713575,17.85827256416799 : 1,2015-11-30 17:17,4496,P2PKH,,,,,,,,,,,,
1AtWcwPtc3onGVxF3X8XQwjio6esHitP5x,1Bu46XZcnREKxHKEyckbKPW1nFmxBxg6wU,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.53174582,3.34416382,0.18753684,17.832036734755686 : 1,2015-11-30 17:17,4516,P2PKH,,,,,,,,,,,,
1BuXG9DMd4HPEsXDqi2erhtk48otB16fCc,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1GigF2eA3S9Ecgp4DggCJPC9Z1McsjjAiS,3.53231288,3.50939835,0.02286936,153.4541565658156 : 1,2015-11-30 20:47,4517,P2PKH,,,,,,,,,,,,
16NysxrEavkKACe9vxrLh9Rp23xEJAwxih,18SfcEbjBwCfHhyXph1Y1gYrz7Puwsyfba,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.52702739,0.02000808,3.50697415,175.27789523032695 : 1,2015-11-30 16:31,4516,P2PKH,,,,,,,,,,,,
1E2yGBw8iYEDYQDuUU6ptkMF4sr14XekcU,1H1YAwXWVU4sRVx29W4endGVgGGKjBg7SK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.55457116,0.01425511,3.54027089,248.3510046572773 : 1,2015-11-30 16:06,4516,P2PKH,,,,,,,,,,,,
1etXvzoA4LtP5WbwuSFNVfJFdFhmMy3Xv,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,17dkm47zGso7VMDHR29k93KtCy8NySgkhN,4.45852356,3.56032367,0.89815473,3.9640426655660987 : 1,2015-11-30 14:26,4516,P2PKH,,,,,,,,,,,,
1C2mUTEm5Kd5fwhzMBfUYdi5LpefRx442j,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1H6QmapkYJ1NCYeVDwwxGZRPHUhmL2Bg6A,3.55457116,3.53609794,0.01842806,191.8866087911587 : 1,2015-11-30 16:06,4516,P2PKH,,,,,,,,,,,,
16LFMmzu9X8rmAgCW3769XvdDkmYKzaZLx,1ABuehSZVmTmDGSvBrvoFPE7em5DRYWNjJ,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.88853168,4.33056199,3.55792453,1.2171595978175511 : 1,2015-11-30 14:26,4516,P2PKH,,,,,,,,,,,,
1JZ7t6iPsZd1bdEKkiJsDghr4NmLR2m8SA,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1CNdTXSQpYN1m9fRPMtgBNWzBag6zujVnv,4.50713881,3.54445369,0.96263996,3.6820138756758034 : 1,2015-11-30 14:26,4516,P2PKH,,,,,,,,,,,,
1NtXvfgiwjBaPdJJcHhuwCbwB1SkqL1toS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,18BnxtRbKt8y5mCBmBMPfj2AC6j6JwxYaS,4.52227368,4.51152236,0.01070616,421.39500623939864 : 1,2015-11-30 13:08,4516,P2PKH,,,,,,,,,,,,
1N9mpT9rjuRVSziJowhNMoeGRPG5HhUmfZ,1NbMXdsEL1LjkHfBUZEWLsP8tGhmZJNV6r,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.54445369,0.01001487,3.53439366,352.9145820165414 : 1,2015-11-30 15:16,4516,P2PKH,,,,,,,,,,,,
1QFPp49kDxtwtcutwq69UrzXMwt79RaHoT,1GmwgM6BWDRL55SgeHTCSv7DMtanZyACrj,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.55457116,0.03464673,3.51987947,101.59341069128313 : 1,2015-11-30 16:06,4496,P2PKH,,,,,,,,,,,,
1EHfNHZHyohJPs8aT2UmcXGwNFpLxPrwVw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,196f2F6A28eKRirkWyn2XdtoqTeGBV8pHs,3.52712163,0.93807801,2.58899843,2.759896727565333 : 1,2015-12-01 15:49,4519,P2PKH,,,,,,,,,,,,
19ZdpucYBmp7RUtf5MYrjnLb87KnayR8KJ,12KC4HHRB8GaY3Umm8ByhHTp4bY4jf49oP,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.78730669,0.01586166,3.7714,237.7683042001909 : 1,2015-12-02 15:02,4503,P2PKH,,,,,,,,,,,,
18qWGGkzC89QACGtQLXmEXjGkKwss9ZgUy,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1K1gK33chFc3oxahwFGRmjwp8QhNvk4Ahf,3.42899078,3.37783408,0.05111132,66.0877879890404 : 1,2015-12-08 14:17,4538,P2PKH,,,,,,,,,,,,
14G5RJAbuQifhSyi3dAFCQ5Y7AKSdpe44P,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1EqvkTgLYQprpjaHLcpa14Yf7A1haL5Nry,3.42827832,3.3833752,0.04485774,75.4245577240405 : 1,2015-12-08 14:09,4538,P2PKH,,,,,,,,,,,,
1EguMZSvFfBvkRuHZxCyBfQ9jrKXFUdqn7,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1NMyMD4yWmn3DjR4mzsfWKssn5ijxjctaa,4.29754491,4.28629364,0.01120588,382.50397469899735 : 1,2015-12-08 17:55,4539,P2PKH,,,,,,,,,,,,
1EM3URNBqrBcDcBDXu2KtXP92jBWsj4ahM,17DJFXwqrNdT2D4LkStLq2dVjFjig3HtLf,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.21056088,3.04203558,0.16848009,18.05575709272235 : 1,2015-12-09 15:17,4521,P2PKH,,,,,,,,,,,,
1JtKxA4u9PUkmV9JYbsg1N78qfMdNYBjkZ,1A5LQxmmS9LDjZT5DNHHJBY5HYLszXULLS,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.19077087,0.01163535,3.1790901,273.22685608941714 : 1,2015-12-09 18:16,4542,P2PKH,,,,,,,,,,,,
1JWtqmwaqKUAcHJdzGvPcXLYf6S99b2Ufp,16odMcYm93LendRKD9qu24M19PqufFVBjP,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,7.16110362,3.9207852,3.24027297,1.2100169449612759 : 1,2015-12-10 16:09,4545,P2PKH,,,,,,,,,,,,
1GrcZCfKPquqPLCqrgfvVTeM6ggYYSWQ5w,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1AaXFadNipLCj6Kv8xha39YvuxeQnb1FeS,7.16110362,0.16670636,6.99435178,41.956118410839274 : 1,2015-12-11 14:45,4548,P2PKH,,,,,,,,,,,,
1FSkaidm3aMySgiaRTaWr6kDVwqP1spgDM,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1H7ZZWbU1DvM4k3Z67oAi4T4Dkq8Y6nbi6,7.1628603,0.16676196,6.99605306,41.95233169483017 : 1,2015-12-11 14:45,4528,P2PKH,,,,,,,,,,,,
1EV19RTet85EEr7LFfLftYQWZhQz2hvwNu,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,15TyZhcwswSnuwRDFQLBE89SUyLgmeKDyt,0.1679545,0.00020089,0.16770813,834.8256757429439 : 1,2015-12-11 18:03,4548,P2PKH,,,,,,,,,,,,
17i67fmYfFTE2aVGGkNUaRaUiHUGXTAyP5,1EfEscrwFEufTm3gb3CKyUANpJ5yceqesw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.74015096,0.01380328,3.726297,269.95735796129617 : 1,2015-12-15 15:42,5068,P2PKH,,,,,,,,,,,,
1HSAT2SEg6vCTNWhTxPQKTxVqkb9D6mkWX,18EGtXoBvvjjFMrYonSPCVJymNm3PDsz9A,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.74409219,0.01633022,3.72771106,228.27071894928542 : 1,2015-12-15 15:49,5091,P2PKH,,,,,,,,,,,,
1ERLYhQq1tyDoSQdfSQyFv1PGttfVgRZW3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1EYCwA2YeXzu94wEGm3edivVUiyu2Edhgi,3.65861888,0.15257341,3.50599451,22.97906633927891 : 1,2015-12-16 12:15,5096,P2PKH,,,,,,,,,,,,
1N4AH3bFoi35iaSjhVvz3zwSkF1B6xJGvK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Ji5wbmMPq56hXsdn3emcMvtjsN3vnxBd4,3.06639255,3.05411846,0.01223989,249.52172445994205 : 1,2015-12-21 17:23,3420,P2PKH,,,,,,,,,,,,
1DB1C6zva6rP9fgyXvt6e8jwUEKXmVbYed,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1LBHfMT8jxA5mkUM4k3vfq8tXNBEAigbSt,3.85231493,3.04201235,0.81025143,3.754405407220324 : 1,2015-12-23 18:27,5115,P2PKH,,,,,,,,,,,,
1H793zMCitqTTbvaDw4aPJpXVQmk2KVEDE,18wbJ3BHWSpFrLCeXn1fGhmncqVgNS5XPr,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.73062574,0.80122998,2.92934023,3.6560541955756576 : 1,2015-12-24 12:53,5553,P2PKH,,,,,,,,,,,,
13E2erz81eRCKYgayRBCAK5VCdxZZdgabB,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1MpD6VZPxL9M63mrnJ3veB3j7aHArQo14r,3.71031817,0.15530362,3.55496336,22.890408864906046 : 1,2015-12-24 14:57,5119,P2PKH,,,,,,,,,,,,
1CYh7niDDDPyoGgm2EHrAedrzQUk5YdqTh,12wNeHrQH4r91BM1NUXSbSjctvZKmusMfj,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.70965879,3.57648431,0.13312329,26.865954935458703 : 1,2015-12-24 14:21,5119,P2PKH,,,,,,,,,,,,
1QG7UAG6zuobCVNhX4jbiwFCQNGiN71G7P,1Nrohtu3tPVNCA2HfK95KQbKnxE5B1eZo5,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.9829704,3.81488898,0.16804725,22.70128776281671 : 1,2015-12-29 16:03,3417,P2PKH,,,,,,,,,,,,
15UfAeB7Us6iWm3BHwz7tR8DErVVK2vNTb,1AQosc3NHQi9HXDfqTpkdM9Ehwv5RdXRXW,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,4.00647777,0.82743022,3.17901353,3.842032177649978 : 1,2015-12-29 18:23,3402,P2PKH,,,,,,,,,,,,
1QBfqKQDNvFvt9DJs9DKZjJfsxeUwT4D9i,12LruwN98ELcczhjdmBC96P7cYudw5ab1F,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.9841107,3.81602928,0.16804725,22.708073354369084 : 1,2015-12-29 16:03,3417,P2PKH,,,,,,,,,,,,
1ANTtCSxJH51Cupv3k1PbsGi9wPoifxnAg,1GrNDW6CbJcgmC52qRq6gc3feRxScuZkxV,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.16256169,0.01519815,3.14732952,207.08635722110915 : 1,2015-12-29 17:09,3402,P2PKH,,,,,,,,,,,,
1ADdYUCQ5NAU4iRw5hPCupSyi5aodcNsZN,16R8tnQu9scr5d9ropzpzepRMNnJAqfUN7,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.89000443,0.76002593,3.12994096,4.118202861841832 : 1,2015-12-31 13:10,3754,P2PKH,,,,,,,,,,,,
1B8ZsSshSRbYB3XGoJkaMWQFGC9UJdaKjK,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1KG2bivAsYhrsueLEZeLJ5dzs3Ut8C6hbV,3.88439441,3.0834404,0.80091986,3.8498738188362567 : 1,2015-12-30 12:41,3415,P2PKH,,,,,,,,,,,,
1BMzS7NuKcGRtC1NZnbj43SiyGqeNJ5gFx,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,14XdtpGNXdobSEag7Xjuv9ycfLXsNSAu9t,3.88529815,3.09820444,0.7870597,3.936428761376043 : 1,2015-12-30 15:07,3401,P2PKH,,,,,,,,,,,,
12neT1ADQe7gcrvgSY2pwwhy3o6t3K87TE,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Nxp2RN8Ajs9yYuH2ZeJuo6xv1V4D6vcED,3.96424926,3.12994096,0.83427092,3.75170809022086 : 1,2015-12-31 13:38,3738,P2PKH,,,,,,,,,,,,
1H5uL3kdbBJXwxedLGk7dZsPu6hQhPR31P,1N7yaa9D7Lj7A1ZQpy4QnvEb7SMDR1GCfG,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.96424926,0.79550053,3.16871114,3.9832923052860822 : 1,2015-12-31 17:20,3759,P2PKH,,,,,,,,,,,,
1Nwo9eiPT3VzdyX7T8AFYcGF3HUtS8rWqP,1D8nEArxNzHaJQHbwC3hwX4MCd2TwJa4fg,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.89563067,3.73192646,0.16366995,22.801537240037035 : 1,2016-01-05 20:10,3426,P2PKH,,,,,,,,,,,,
1BvfxWiGQgyZDagyhPFugp3TUfw6n68RK6,1MKafLsTFTvxmM7jKDA4wg1fFwGyV1559V,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.07926843,2.91577062,0.16346356,17.837434961039634 : 1,2016-01-05 17:50,3425,P2PKH,,,,,,,,,,,,
1MpQEgG5yqXR7PLneqdgHwyntqjPySHiuA,1HGK9oppA26wbgBhVbt1i1iWVQgBzufvv1,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.88475586,3.72207088,0.16265074,22.883823830128286 : 1,2016-01-05 13:36,3424,P2PKH,,,,,,,,,,,,
16BV5Gu116LJLkVkVTYgX5ozeydY7JCUqM,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1Dh7ZbwV2gfL4AkXRu7b9YXkuD1375SYCi,3.91013393,3.12416274,0.7859369,3.9750808748132322 : 1,2016-01-06 14:01,3429,P2PKH,,,,,,,,,,,,
15ok4yjx7xDTHyipWheEh6eekvNcfrX39s,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1DieNLUoLVwLQjwYNqTBfajVMgL9H3afic,3.91940292,3.01175048,0.90761813,3.318301365355053 : 1,2016-01-07 13:06,3431,P2PKH,,,,,,,,,,,,
1APLFVgiemkPpqavCkbdV7mVinL2ZJmJq8,1D8RPtbLg7589WdQTA8jo1emiyoZPBBCup,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.81465153,3.65425902,0.16035834,22.788082116589635 : 1,2016-01-07 14:28,3417,P2PKH,,,,,,,,,,,,
16nfVtRvQMTvFLjWjYP3CTCCaG3cuWjVkE,1E7LqwbEzGRstQkqa7XiYv2kdBvjk8cwDA,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.70556895,3.68240292,3.02313171,1.218075582952355 : 1,2016-01-07 14:28,3432,P2PKH,,,,,,,,,,,,
1L7sXjbpeBKxLd3ErC4HLD3UxNiNHBNEkV,13iPgmdFjCsQAuZDs3VBz2145QhK2AeWR3,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.8239106,3.66351794,0.16035834,22.845821053024125 : 1,2016-01-07 14:28,3432,P2PKH,,,,,,,,,,,,
1PJ67R1w1cNqNzY13V2peRYKK48Mm2X6FU,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,141AjNBDpViwpCHBN1k52Nynx3R6kNpdGm,3.72131476,2.93018558,0.79107834,3.7040397035772714 : 1,2016-01-08 18:06,5084,P2PKH,,,,,,,,,,,,
1ByfNDCDdZxkmR6VgBHd824k9mB8vgoFcd,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,1E3tF9rwzbQSfhxVkWxeYTT1of3NHToShW,3.73471396,2.93350668,0.80115666,3.6615893326031888 : 1,2016-01-08 18:11,5062,P2PKH,,,,,,,,,,,,
12Rqrg3DkGXJysH3769ax6piNEBdpJSxn2,1Q3D4uhuKKDzgChW78rdowipAEf2x3agru,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,6.42705582,6.2707308,0.15627442,40.12640584428341 : 1,2016-01-08 16:29,5060,P2PKH,,,,,,,,,,,,
15XTy4BpzWYEyKCoq3UtT2szvV6w4k5Mx2,1FqJ6Atnsut8EjbPUEoW8im6AsUUn8XTBz,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.67496314,0.76994678,2.9049715,3.7729510343559065 : 1,2016-01-08 12:27,4486,P2PKH,,,,,,,,,,,,
1LtzsMm9c6t6gY1dWdr38yVJJHdzThpqAk,1Nhki6Zxnq8wcxzqFBfJBpgC7k6FTNwNmw,16VGZ1HcqzXSa9Ef7ad6KxZRVmpbLKjaP7,3.72513328,0.78739745,2.937685,3.73087949421223 : 1,2016-01-08 17:46,5083,P2PKH,,,,,,,,,,,,
