inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type
1Mwyenz3XVx7aQ2WRTLfedUP3xDS5srByb,1PNa4F9nTjEXhmobxZAZVnzDfmKfqfcbyW,1PYvx8ackrfaggep9Y89kVV3XrY7V9aQrD,10.0,2.37110356,7.6286436,3.2173388495945745 : 1,2017-07-18 13:45:53,25284,P2PKH
1ASLv2vWfe6Endg3s1GXaLWJBTbqt2Bf67,1GEd3uw4v9LMShJaq8fVHJVueNHs18eMHk,19XcuLW95WA4RXnZsn3hEHaKdLCbe2TW81,2.30239572,0.96690259,1.3349973,1.3806947192064094 : 1,2017-07-22 01:12:25,49583,P2PKH
18Ng4UV2fYQsGvbTVvMfLzFe5ccP2nYbw1,1FYNwpNgmqUF3dmMzLBTHYHmEnZiKbyVKU,19sVM1FBB3t6bXHhBhkxoacXzo3z9NEuph,0.25,0.01261054,0.23704881,18.797673216214374 : 1,2017-09-13 19:19:59,34065,P2PKH
15fKjfad2yePTyjbgLvDwtxpqwq7e9eHZK,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1EBLERchJNwK5a8K5sV8qWFgMjsW6xKwWK,4.19817044,1.2843524,2.91301916,2.2680840242911526 : 1,2017-06-27 22:27:22,79888,P2PKH
1JL62RtN5fgbfDbjkoXRFqgBtWUgjcyuss,1Cuhk3uL8kTeetsn7bp5Xkammpt96hR18C,1ECko2tFrqf2xVwTC9FTXZRBX948WBD7Nt,1.8106775,1.01261275,0.79738675,1.2699141915764212 : 1,2017-09-02 16:58:51,67800,P2PKH
1PYeFkUGEqKiCPFabyfbSPBEHj5x1RymdV,18a4KgeHPwjcJPCp5byJ5P89bj67iDxFTp,14wL1fzPVmPExKerLPZf6aq35u35PQcSKZ,206.51243379,197.54225579,8.9695,22.023775660850664 : 1,2017-09-08 21:45:43,67800,P2PKH
1FPTVzNw8QAFjNQmMStpVo9DCT4tcLL3AX,1LZcovunYtVa2NykMXpLUbz6nsxm7JZE77,1P9QSLXq2Jces8hSXdawDG6mbXVSKT5ghR,4.2973786,0.15330169,4.14366885,27.029505349875794 : 1,2017-07-11 21:36:06,40806,P2PKH
1AXJQNW3pvUFZJ1Zz6YZN2nX7Zqv16bvc8,3CzrsusySX7WhTRYDHsJ8Le6PdFVPRk9M1,17qJEPMs826KWY6TTgzaSAT7D4inEs8qZm,0.39213995,0.17688267,0.21466189,1.213583501424984 : 1,2017-07-09 18:58:18,59539,P2PKH
1NGkygvpksRsGtmvAUYFUKnTWZXTwRgNQ2,1PmA2y8RWNP9ggYW8NWBEmYoH8hAP1iSPW,1HRRxsvf8xLtETYMLBnKRLSsTpiiQu3duA,1.89039888,0.55123656,1.33875298,2.428636046926931 : 1,2017-07-13 17:35:02,40934,P2PKH
1A7WfZasYHr6WSFj6dfyX4bieUaE5ieaj6,1L6UjBd1pd482WeUvyqigLZaDGUgrzbAUR,1EWbZ4nLVt2y6Z5d1xUF52Jy55cb5xbmAN,95.43614648,12.59951754,82.83595094,6.574533562655765 : 1,2017-08-25 20:27:02,67800,P2PKH
14bNuG4WhpCjHr9XtsbEQK6dBk3seMebm7,18QGLeGPvpNUxi2tAsXy9793BeU5C4LVma,14Thy9dziBMxYs63HJ36uN6uivYnSM7oUv,27.14394942,24.74692503,2.39634639,10.326939850294346 : 1,2017-08-28 22:56:01,67800,P2PKH
1BQJCBerMaXvkYf7LhfZzQFRwL378AbZJ1,15CpMTQ6N1Hpf87RyPPzjGyPpo1kBFtFgQ,15Ujwt7E7RpUudZCmG2pjC7Y4NramfNUUB,3.96697887,1.12720771,2.83932229,2.518898925913131 : 1,2017-07-10 21:10:31,44887,P2PKH
1JeyB3sWmT6TGaZ8U9RuNXHpwg63r7cDYy,1E4WZV3HeacTnAwBQFMcJ4RyW59otsMEYc,19p2fNr63Fk4wAG5UqXj3bHMA6g1k32XVP,1.32425275,0.24774062,1.07606332,4.3435078187824026 : 1,2017-07-24 00:48:20,44881,P2PKH
1BNfYazKV3duhWAs5mNEnH6GiwwZBY5Wwp,18Qs2ZPpLwkLrBvRggCR9GfjAccZtj2YBA,1NgNctLnSAa6eHCETq21XookkTgXfqra45,13.33032061,0.26044437,13.06919824,50.18038301231085 : 1,2017-08-31 15:31:55,67800,P2PKH
19JTyZxsm6dxXu8TWXNFDg4CrajMPaNJzB,1PAD35bvv81DYaD7Lmkntu8SwBBMqhDqdX,1M3CuMywXDLp8JLaq9hHA1rxptgNLpjDhy,180.08268945,2.43706296,177.64506149,72.8930948464294 : 1,2017-08-14 19:13:53,56500,P2PKH
1Da94D4irVrNH5Jnn4mS8avr8YnxMoVQ9t,12BRtpmnc8GThGZEYBGY92Ns9yfFEdXXLV,1NYZrWeSV5uunVKqhT3mLrRjV4hS7dT54x,4.66464768,0.83,3.83408268,4.619376722891566 : 1,2017-08-19 08:23:54,56500,P2PKH
19hB3FNcNJftmiv97RHEX45uU5enX4YNbD,1C647DUt2P3yB3DUbJG4ru5c6AibRu8LGu,13KsN6nNxVUf5T9a4qdZJx6Fm67sfztp64,0.29905,0.167598,0.131,1.2793740458015266 : 1,2017-08-23 17:11:00,45200,P2PKH
