inputAddr,TxTime,Fee,Address Type,
146CNsBgycK8UHQppA5G6LrnM5Jn4emdiG,2017-08-31 17:43:46,67800,P2PKH,73.1688733,73.1688733,0.0,223
1nzT8keBykr6kKZkHJLjwU9KSuwdPNBZS,2017-08-31 17:57:19,67800,P2PKH,73.05998331,73.05998331,0.0,224
19K1nK1QQFsJRSA2jQ8rTm1nHHkU1vTGmW,2017-08-31 18:16:54,67800,P2PKH,71.86605061,71.86605061,0.0,225
1PJtvSyZXyqwc8EZvQFBNzwD7M3hPaV68x,2017-08-31 18:39:21,67800,P2PKH,71.84391566,71.84391566,0.0,226
1GJXtXfAiWiVajWsckYhtydTNt4KMc6wEq,2017-08-31 19:32:34,67200,P2PKH,61.82323766,61.82323766,0.0,227
1N1hx471VUqv565RRVkDPDkJcHc6SF2Bvx,2017-08-31 19:32:34,67800,P2PKH,57.85431566,57.85431566,0.0,228
1L8L12r29CSPx5ZdfMKA1XQvnfuxKyRguK,2017-08-31 19:39:20,67800,P2PKH,56.92374766,56.92374766,0.0,229
1Hb4FUcTbU68xA7c6Gt3AR2Jf3co7dNikv,2017-08-31 19:44:15,67800,P2PKH,56.79938596,56.79938596,0.0,230
1JV2ZDMdwayABxD6pjVb3BPyB1ywoJHVsN,2017-08-31 19:52:43,67800,P2PKH,54.79920796,54.79920796,0.0,231
12sUSMgV8XWKZd1V3JY6A9tN4L6kZCRKoo,2017-08-31 20:36:57,67800,P2PKH,54.74066091,54.74066091,0.0,232
1MEv9Ar5SzfvAJwEDYc14sdcMscrjcRJF,2017-08-31 20:48:00,67800,P2PKH,54.20366104,54.20366104,0.0,233
1AHdTHtyx5aTQ3W8R6bWPRRwoMotLBFsYo,2017-08-31 21:03:11,67800,P2PKH,54.19639979,54.19639979,0.0,234
1aKjpyePcWiagiEs7MfWbCnAhCR1wLK4D,2017-08-31 21:15:27,67800,P2PKH,53.80807796,53.80807796,0.0,235
1AxDVoBkVSHpQRfCE3eWaVzRyAjQDDLyxb,2017-08-31 21:26:57,67800,P2PKH,52.55279996,52.55279996,0.0,236
1NTNccRUwZoCAh12xQPmj7jHCJRtwFrGAZ,2017-08-31 21:32:24,67800,P2PKH,51.05432196,51.05432196,0.0,237
15AvWerzPLjK4x6Fbnvi1Vd5cGJfWvwcBc,2017-08-31 21:35:04,67800,P2PKH,48.90844396,48.90844396,0.0,238
19fACmwJXyiZHmE3kJ9xMQGqqurfVScmgH,2017-08-31 21:48:12,67800,P2PKH,47.41216596,47.41216596,0.0,239
1KFsxa7V3sPKkRsf7G2eT7Qfb6BvSMf6gx,2017-08-31 22:04:06,67800,P2PKH,42.41198796,42.41198796,0.0,240
15AXX4xNQoVeehz7pX4jGJ2yp7114yWDDz,2017-08-31 22:16:09,67800,P2PKH,42.35036154,42.35036154,0.0,241
1PyBWbukJ8ArA1BU5RVHxh3YLJucYhhW7o,2017-08-31 23:06:19,67800,P2PKH,40.89576354,40.89576354,0.0,242
1PBVtxoSLpj5rPeZmgjitYShbPo1q95eVf,2017-08-31 23:06:19,67800,P2PKH,39.34198554,39.34198554,0.0,243
1Euo5JJvbUPoHNbw68QtB9RfZ8y2HG5CCU,2017-08-31 23:11:04,67800,P2PKH,30.16150754,30.16150754,0.0,244
176dJ2WM2iv31n2zXomrDffMo1PpJvaxr7,2017-08-31 23:21:09,67800,P2PKH,30.05797954,30.05797954,0.0,245
1DcVjvXCcHXHmJt1Eq9hWFLJXTFcP7FgvM,2017-08-31 23:26:01,67800,P2PKH,30.04184559,30.04184559,0.0,246
stop at,247
12L371NEwKBQUzBkur1h51t9KYBbcKky6y,2017-07-16 11:37:17,67800,P2PKH,159.75223982,159.75223982,0.0,248
1tPgThkWQoQXjj4Swc8njBh3Jh2fuPN1p,2017-07-16 11:51:25,67800,P2PKH,155.39522222,155.39522222,0.0,249
1JRDygRBtzywqSwZ76BfM1WgaX5mbSduBz,2017-07-16 12:10:37,67800,P2PKH,155.29454422,155.29454422,0.0,250
1AfLkDbFaophXivBqobbbZE3TC2Wbj7DLU,2017-07-16 12:21:04,67200,P2PKH,105.29386622,105.29386622,0.0,251
1B1VudW4GYvttedyamhjd5JxvPwt67Mmey,2017-07-16 12:33:54,67500,P2PKH,104.86074462,104.86074462,0.0,252
1ChCUX4CDvrb6vXyU494ZQpYVXHpaKB8bJ,2017-07-16 12:38:05,67800,P2PKH,103.13838276,103.13838276,0.0,253
14CAgaBe9fWZQYSsag77igLh5vsP7reawB,2017-07-16 12:47:48,67800,P2PKH,103.11420476,103.11420476,0.0,254
19fLoD4ZgraagRnnJPW1tQ1Qov7KLDggVa,2017-07-16 13:15:08,67800,P2PKH,100.89860276,100.89860276,0.0,255
1Dzc8WfdusyGYPNwJiuxxustdRAQCW7NEo,2017-07-16 13:15:08,67500,P2PKH,100.84872076,100.84872076,0.0,256
199BPaBY6hQJhKpzaMHTwC3DBBzLyfYM7G,2017-07-16 13:21:15,66900,P2PKH,95.56707986,95.56707986,0.0,257
13dTn6hCo6H2MJcLPG1q1ZVBHAkDV55CNH,2017-07-16 13:30:43,67500,P2PKH,85.56641086,85.56641086,0.0,258
1D2gn6FkZzS2LYR4msjexMbbeXME4nbJuX,2017-07-16 13:37:35,67800,P2PKH,81.25311526,81.25311526,0.0,259
1J6qu8QxAqnVD61zn9kvMuSQsTiLqq5qkU,2017-07-16 13:46:54,67800,P2PKH,80.21050326,80.21050326,0.0,260
1KJvokAuPdGwfFnkvSpdfNBY8wPEXxBA31,2017-07-16 13:52:31,67800,P2PKH,80.14645704,80.14645704,0.0,261
1EPbMWtNMrs5AsvPYGMbu63nUXegFr1W5t,2017-07-16 13:54:57,67800,P2PKH,79.92877904,79.92877904,0.0,262
1PkgF9pBh2smpfiqRwumMj5ceYab5dpyfo,2017-07-16 14:03:16,67800,P2PKH,79.48653941,79.48653941,0.0,263
13RXAzkVDmeTYbzMQxdGnUfMAUw3mKVc8q,2017-07-16 14:06:30,67800,P2PKH,71.73586141,71.73586141,0.0,264
1D8BwRpV8hUv8y1g9MD4FL8D42CaaoX3S,2017-07-16 14:11:39,67200,P2PKH,70.73548341,70.73548341,0.0,265
1372XRswNJZwr92VhxU8VzWjzfGffqYPQR,2017-07-16 14:19:15,67800,P2PKH,70.66501701,70.66501701,0.0,266
1NejUJv9XtaWb8vwZ1chRUuy2JhbdPexve,2017-07-16 14:26:46,67500,P2PKH,67.21781702,67.21781702,0.0,267
1ASjWMncAEWxbUmLaQyHcGhZVVmaaAiyuT,2017-07-16 14:46:32,67500,P2PKH,66.97069002,66.97069002,0.0,268
16qQhcYWiytX7JYzZfyPWgP96CK1H2WFEq,2017-07-16 15:07:22,67800,P2PKH,62.60457377,62.60457377,0.0,269
172KhvFzTEn8pKY3F2Are1836VArfEBDiy,2017-07-16 15:47:47,67500,P2PKH,59.90844552,59.90844552,0.0,270
stop at,271
1CGwKSqa5GSvaBuobyqW2THxVcTFVefKY2,2017-09-01 20:24:29,67800,P2PKH,85.66844135,85.66844135,0.0,272
1G7zVce2RT2CwLTaroh7EUNBBpJL2VzsnG,2017-09-01 20:38:16,67800,P2PKH,79.09952561,79.09952561,0.0,273
142t2hTZemCjEzj6ZdN2tvziG1sfXQryFL,2017-09-01 20:57:56,67800,P2PKH,79.0563174,79.0563174,0.0,274
1GPsMu6NTN5Qg3PfsAi2RZoo8GiaYqFZPS,2017-09-01 21:12:19,67800,P2PKH,78.0056394,78.0056394,0.0,275
18EVD4RDipF5hj4DMKGSksFpkDmG7F42U2,2017-09-01 21:22:54,67800,P2PKH,77.93956274,77.93956274,0.0,276
1P5ppimsJKY427Vu8wmpSXsaj378ruk8LJ,2017-09-01 21:52:02,67800,P2PKH,69.78932818,69.78932818,0.0,277
1DPc13yM3g9aqFgMfNMEkn7vUptv6YmDAk,2017-09-01 22:04:12,67800,P2PKH,69.61157962,69.61157962,0.0,278
14rH3L1qx3HTdSHJ5cXouMTgd1rwSPLAyK,2017-09-01 22:34:07,67200,P2PKH,69.57090162,69.57090162,0.0,279
1JqtipuNHJvNnJWtjPspeLAgboCC6u2rZf,2017-09-01 22:34:07,67800,P2PKH,67.50272962,67.50272962,0.0,280
12cCM8ZYW7sR6QCyr9bBsdjY2adJUWTNjF,2017-09-01 22:52:23,67800,P2PKH,66.65705162,66.65705162,0.0,281
1FnwuQgKMHoVpXa4mXw9xzH82oh1BUXqGn,2017-09-01 23:19:16,67800,P2PKH,66.25637362,66.25637362,0.0,282
1DVL7FMyzGhgsg1VKgHwRUPBorTybPCmbL,2017-09-01 23:39:14,67800,P2PKH,66.07569562,66.07569562,0.0,283
12su2ybb8odnVSLr58zazJoCgnnb2uSwFv,2017-09-01 23:44:43,67200,P2PKH,63.9544399,63.9544399,0.0,284
1DdJSQqLtJw3n51ZsmJ4tPTF6Ea458cFLV,2017-09-02 00:46:43,67800,P2PKH,63.7927679,63.7927679,0.0,285
1Bgye4zfhSFo2nrdgrjacUEn5XiFPpMd1U,2017-09-02 00:54:12,67800,P2PKH,63.2920899,63.2920899,0.0,286
1HaRi2Zhgxk3WAdc7KJFp3ZsESVnToukCR,2017-09-02 01:07:57,67800,P2PKH,62.15120489,62.15120489,0.0,287
13jdRoKTPBPK2rWwqo934a3BA6HKvc6mFw,2017-09-02 01:20:37,67800,P2PKH,58.34212689,58.34212689,0.0,288
13ze9afwFemqxeTzQt589bMRbfYy8Bd4sq,2017-09-02 01:52:13,67200,P2PKH,58.23344889,58.23344889,0.0,289
1CMMcQWenJ7UQUTNUbRenbYwRDS2BJwS41,2017-09-02 02:14:41,67200,P2PKH,58.19277689,58.19277689,0.0,290
1P2kBk8Dw5rTc3G2nWWLDNaWhTexNe339f,2017-09-02 02:27:43,67800,P2PKH,56.55334934,56.55334934,0.0,291
1N84rrt89rS7jYMXRiyU79c25NuwZ3r1SR,2017-09-02 02:45:52,67200,P2PKH,56.43295194,56.43295194,0.0,292
1EvfvXp7MQhhd7f9Lc391AZ6qAxw2ZWTan,2017-09-02 03:20:40,67800,P2PKH,56.07832679,56.07832679,0.0,293
18L277tmjQ6xmENMsGuWa5g1hnauHkf2hy,2017-09-02 05:21:15,67800,P2PKH,56.03870804,56.03870804,0.0,294
stop at,295
1PYeFkUGEqKiCPFabyfbSPBEHj5x1RymdV,2017-09-08 21:45:43,67800,P2PKH,206.51243379,206.51243379,0.0,296
18a4KgeHPwjcJPCp5byJ5P89bj67iDxFTp,2017-09-08 22:16:21,67800,P2PKH,197.54225579,197.54225579,0.0,297
1KH5ZiFcuvpnWT8UkjZmi69rmxjS7ZfYff,2017-09-08 22:34:24,67800,P2PKH,197.30772984,197.30772984,0.0,298
1NrqVAckDwtbs5g7JJrmmCaVi71Aa6ejna,2017-09-08 22:58:41,67800,P2PKH,196.58505184,196.58505184,0.0,299
1PBGNyrokoLLpqCbbyynjh5pLg7o3TMZgb,2017-09-08 23:24:32,67800,P2PKH,195.35657384,195.35657384,0.0,300
1NJ6hmSLtYTvMBti84934GzsEUjeudHPpU,2017-09-08 23:59:42,67800,P2PKH,192.35589584,192.35589584,0.0,301
1LTiUVuM8Y7rrYQGd3uhzZ67KxPs1c1uFc,2017-09-08 23:59:42,67800,P2PKH,192.19046609,192.19046609,0.0,302
1PV29G7x9uCTNSSX4arKSfm3SREK223Kj,2017-09-09 00:50:59,67800,P2PKH,191.98948974,191.98948974,0.0,303
1BzDRK9oR2uRcXeWHQnupHemLsjzaePFjC,2017-09-09 01:03:58,67800,P2PKH,190.37189274,190.37189274,0.0,304
1Cdfo5eoxBZvi3sgdCkiYhcS5WisbxzEwo,2017-09-09 01:14:04,67800,P2PKH,188.37121474,188.37121474,0.0,305
1Fmsn3EcqRnsxZj88Sw18z1w9bSVf131Ti,2017-09-09 01:41:05,67800,P2PKH,188.36255731,188.36255731,0.0,306
1H8htxXdWqbhK5KED2Kd22LZrUpymMwxUE,2017-09-09 01:41:05,67800,P2PKH,182.36237931,182.36237931,0.0,307
12qthxiJJ4S8TQuitWykQk6CuharVJqSNr,2017-09-09 01:47:06,67800,P2PKH,182.26170131,182.26170131,0.0,308
1GweJJvCT3FsEEBFgVwNsrycGnB8VWrHhK,2017-09-09 02:44:53,67800,P2PKH,180.60304575,180.60304575,0.0,309
1JfCoBun5GNn22XxBeVXcK3YCpgaA2G5RA,2017-09-09 02:53:41,67800,P2PKH,176.80086775,176.80086775,0.0,310
18nSiErkpvWUCr7fwNS3ZBLZ6u5UFo3Jsi,2017-09-09 04:16:31,67800,P2PKH,175.4930723,175.4930723,0.0,311
1CURCQkjzvn8ajwD9uzGVfPEv1d2DQmy7B,2017-09-09 04:35:22,67800,P2PKH,163.4928943,163.4928943,0.0,312
1PwbJkza3rzM4vdaWAKbEPJo436QnSjpjo,2017-09-09 07:24:40,67800,P2PKH,162.87258277,162.87258277,0.0,313
15MoSJno45xjat9YCETMT1Kr7FTrCsWGEs,2017-09-09 07:47:58,67200,P2PKH,162.7724717,162.7724717,0.0,314
1PSeezAKxrtKwWK7fE8BUcDRBkM83DKYfA,2017-09-09 08:03:00,67200,P2PKH,162.5322497,162.5322497,0.0,315
17ZWSkA9NtS45rRNqPWKYoJDrhr9se2csD,2017-09-09 08:19:35,67200,P2PKH,147.1415777,147.1415777,0.0,316
142QSzAKyC2J9nNzsHLuWzXmCEhwJWacRy,2017-09-09 08:37:36,67800,P2PKH,146.2663737,146.2663737,0.0,317
17pV3uTZQixzyuHMXiVB3tuDHVFJnPbfjf,2017-09-09 09:03:29,67800,P2PKH,146.01750477,146.01750477,0.0,318
16P97VfJoiqdhvq8Jo9mYHyrPTcDTDgcuP,2017-09-09 09:19:50,67800,P2PKH,142.98546795,142.98546795,0.0,319
1ARrJcn7aDhMmdmfe1QuTVXpRYkCiruTpD,2017-09-09 09:26:20,67800,P2PKH,142.83730893,142.83730893,0.0,320
1Hqiupdj92K7nPe8bLzZv4iVybfkPx5xmN,2017-09-09 09:57:07,67800,P2PKH,142.21402729,142.21402729,0.0,321
1LXki8mE3N3z5o2bP92iwDNRVELrkbHcne,2017-09-09 09:57:07,67800,P2PKH,142.17034929,142.17034929,0.0,322
1Ct9nuKeyJUTBfGXtDEA2fcLJiaXsE83Cc,2017-09-09 10:20:01,67800,P2PKH,140.67437129,140.67437129,0.0,323
1Crp6KicmvwCxqd2FTj2jPs9eG1sFXB4AZ,2017-09-09 10:57:00,67200,P2PKH,134.07369329,134.07369329,0.0,324
112Hg39KQXECSbmizqqtbSBXTYjfXuGvzo,2017-09-09 10:57:00,67800,P2PKH,118.70302129,118.70302129,0.0,325
1BYttrFPFfSxu7PZkQWHJX7wshPa2NpdRJ,2017-09-09 11:10:12,67800,P2PKH,118.08280738,118.08280738,0.0,326
1E1geLbUJEdcanQxoE4txFYfyeBKFkRGvb,2017-09-09 11:18:23,67800,P2PKH,118.05852938,118.05852938,0.0,327
12ZBf956tAEPESZ331o8Zahx6fwjJDwAVP,2017-09-09 11:26:35,67800,P2PKH,111.35785138,111.35785138,0.0,328
18wgXiwLt3DMKjaDSD3FGd7UUtMdfCE4a9,2017-09-09 11:43:55,67800,P2PKH,110.68607588,110.68607588,0.0,329
16aetc2HGk9HuJzxJHVRqNFEyYRRLRmQq4,2017-09-09 11:43:55,67800,P2PKH,109.70893171,109.70893171,0.0,330
1Mk2mbaY9fnEH8vu4SHqde3BsAFpgEjKcj,2017-09-09 11:48:42,67800,P2PKH,108.70825371,108.70825371,0.0,331
1FaYN9kqABKFsgf2GT3TU2CdcdXazGfDh4,2017-09-09 11:54:04,67800,P2PKH,107.21637571,107.21637571,0.0,332
1E71m76kmRxWRTmTNUG2PbyZG9BfyZUuxa,2017-09-09 11:59:36,67800,P2PKH,106.46569771,106.46569771,0.0,333
1PhxT7LgL4Vis2RayCRDyCuLUCeSWuWYT,2017-09-09 12:08:36,67800,P2PKH,106.20586601,106.20586601,0.0,334
1Hw8tGG1mZmn6mQqfroP2xTzFD5piMuguF,2017-09-09 12:24:24,67200,P2PKH,106.1954241,106.1954241,0.0,335
1jgQcPqe6Bjxjm4L1ZTqhtuefxL99pyA6,2017-09-09 12:25:28,67800,P2PKH,104.3042521,104.3042521,0.0,336
1PeGe7TDkKpYyiTT2M3nCyXYMwursuGRB5,2017-09-09 12:40:01,67800,P2PKH,104.29028167,104.29028167,0.0,337
17ByswS4Eu9Nh5j47o1qwHRpejp5MYA5r2,2017-09-09 12:42:44,67800,P2PKH,103.30901123,103.30901123,0.0,338
1wSg5NpsJvd96fpLRFEw12MAocsQcJ16j,2017-09-09 12:57:05,67800,P2PKH,102.76524926,102.76524926,0.0,339
1EEMZQc2HEQ4pvbYdkCAKEhy1ch6sPnvaZ,2017-09-09 13:04:59,67800,P2PKH,102.74047961,102.74047961,0.0,340
1P7h4PKZpXt7zRkaJSZ9Stwxaxscd3mWrM,2017-09-09 13:07:44,67200,P2PKH,99.45305881,99.45305881,0.0,341
12WTPd8KNesPfLLrQtYh47KCK4yAaWbJ5F,2017-09-09 13:34:49,67800,P2PKH,84.28238681,84.28238681,0.0,342
148zUDWnCx7DHQqeGjFBqWsowS6PPrJKVa,2017-09-09 13:34:49,67800,P2PKH,79.58320881,79.58320881,0.0,343
1FTAWtDX7W8U1EhDSwCjAenbeqLP3Rov9J,2017-09-09 13:53:51,67800,P2PKH,71.75453081,71.75453081,0.0,344
1Cdib49QdNd7Shvh1CqNC9wydA6qvrQZdw,2017-09-09 14:12:31,67800,P2PKH,71.75225596,71.75225596,0.0,345
1AQiRzDXnRYeXXoKoGCz2r5kKnjwjLPwLr,2017-09-09 14:22:30,67800,P2PKH,67.28498866,67.28498866,0.0,346
1LYGwCUaYHBMwESQGrputaBmdGMhkY2KSK,2017-09-09 14:27:21,67800,P2PKH,63.28431066,63.28431066,0.0,347
1BTH7iyDo2vQNfh2qu1NQhSaXABwYzjH32,2017-09-09 14:34:41,67200,P2PKH,63.154653,63.154653,0.0,348
1CTq6rgKhnLYB3XZZCG6BE4aH6tg8HRp5G,2017-09-09 14:41:04,67800,P2PKH,47.803981,47.803981,0.0,349
1Br3stqUuREmYizHoPdPfDnJUYkVYjv3jP,2017-09-09 15:06:01,67800,P2PKH,47.79146823,47.79146823,0.0,350
1GCpUh4MLWJoyLAQk6eaMoBE8641ft1i7K,2017-09-09 15:06:01,67800,P2PKH,41.96761147,41.96761147,0.0,351
156Tr568KM1mrpBh3NyB6zQN6yX3WaA1Yh,2017-09-09 15:06:01,67800,P2PKH,32.012689,32.012689,0.0,352
18H6ob3ddzQcEna42JwEdjs5TmyM8tXJQb,2017-09-09 15:06:01,67800,P2PKH,25.01188096,25.01188096,0.0,353
1M2msGPAQ8QKZenzoeMrrcrpQMZvDhSXoe,2017-09-09 15:09:56,67800,P2PKH,24.71146014,24.71146014,0.0,354
1ALC1sFjgfXZanRopKk74AdwWJobNaPetp,2017-09-09 15:11:54,67800,P2PKH,24.32041766,24.32041766,0.0,355
19o9RnHvqAE2b1PJYhfdUkCtDdotQxCEEg,2017-09-09 15:28:26,67800,P2PKH,22.27953291,22.27953291,0.0,356
1HdHgEZJtdLUvfKtTz53mq4oXSiTuM88Ec,2017-09-09 15:55:52,67800,P2PKH,16.17891931,16.17891931,0.0,357
1ADXEdWqHn4duzxzxCzVGxE3r9vACDS2Yh,2017-09-09 15:55:52,67800,P2PKH,13.88866483,13.88866483,0.0,358
1N82Rb8TJeM77WgzoQMapSMcpMPkWnhACs,2017-09-09 15:55:52,67800,P2PKH,12.68178683,12.68178683,0.0,359
18cTyeoM4YLsXk23Zarj4CWdH7bDncZiVf,2017-09-09 15:55:52,67200,P2PKH,10.66810883,10.66810883,0.0,360
17uxFT6YiEdkUdBTpBEuzz7Y9UZExDxL6o,2017-09-09 16:04:56,67800,P2PKH,10.54111784,10.54111784,0.0,361
14e2ynq7NESuErTYYiLutaSLuhBVTTTzU3,2017-09-09 16:04:56,67800,P2PKH,9.00165224,9.00165224,0.0,362
18Jk5t6pfzC9D8spFQksHCMouHHnPzvP9p,2017-09-09 16:07:23,67800,P2PKH,7.58979494,7.58979494,0.0,363
1Pnxh6DEy8TTrj82zBi1m3iqhCqZv2SkJA,2017-09-09 16:20:19,67800,P2PKH,7.48911694,7.48911694,0.0,364
14aV3f1DfxhxX6Rmpf9oQqEih2QvJE6azt,2017-09-09 16:22:12,67800,P2PKH,5.44031356,5.44031356,0.0,365
15soYFJUhbhgqWpsV1t5h4aJxY3yMJhMro,2017-09-09 16:25:50,67800,P2PKH,4.86538269,4.86538269,0.0,366
1KnaMNMG8PuA5smopgtP5mr3eurcLeddu1,2017-09-09 16:32:25,67800,P2PKH,3.37450469,3.37450469,0.0,367
145xFp4ZUYNpksZ2UbFyNaFRdmxXrHEfWi,2017-09-09 16:34:58,67800,P2PKH,3.06110586,3.06110586,0.0,368
1P23vGo38eHAfAHZc3DHPrmym1HzemmNYM,2017-09-09 17:14:56,67800,P2PKH,2.87042786,2.87042786,0.0,369
1HVELeBqkz9koJ7Kvtbyfi7wARR2y8q4Pi,2017-09-09 17:14:56,67800,P2PKH,2.86615513,2.86615513,0.0,370
1GoMESRk82rB3Rd9Ag8zDoPTFtc3KRcvK8,2017-09-09 17:14:56,67200,P2PKH,2.28627776,2.28627776,0.0,371
1L7N7U7L4tsdGGTeACrwgWKnay3d7MzsLg,2017-09-09 17:14:56,67800,P2PKH,1.2269622,1.2269622,0.0,372
1PTgsyShn1WDSrjLeuLGgq8etx9RAzrVRW,2017-09-09 17:16:41,67800,P2PKH,1.2031673,1.2031673,0.0,373
143G3kzrfENLCXR63BdmKPMTMkbewEBYs2,2017-09-09 17:19:37,67800,P2PKH,1.1224893,1.1224893,0.0,374
1G7565JXR9A97hXJTRVJFBywgmHaP5k9Lr,2017-09-09 17:21:12,67800,P2PKH,0.9138245,0.9138245,0.0,375
1BQ3RQYAnq2KABkAEbMGhoKP9GPByzQc3z,2017-09-09 17:31:15,67800,P2PKH,0.8431465,0.8431465,0.0,376
1CUXqmuu6KfqVJnNw29E5cx7W2KP6svLER,2017-09-09 17:31:15,67800,P2PKH,0.83161927,0.83161927,0.0,377
1HAHzUr4eoXAuVYT1zVcRUuuCwLsKQjNFi,2017-09-09 17:51:02,67200,P2PKH,0.796083,0.796083,0.0,378
stop at,379
1A7WfZasYHr6WSFj6dfyX4bieUaE5ieaj6,2017-08-25 20:27:02,67800,P2PKH,95.43614648,95.43614648,0.0,380
1EWbZ4nLVt2y6Z5d1xUF52Jy55cb5xbmAN,2017-08-25 20:27:02,67800,P2PKH,82.83595094,82.83595094,0.0,381
16pe8X2mwfifLWwF14rigrHi1SAwkzEiwb,2017-08-25 20:27:02,67800,P2PKH,82.72516321,82.72516321,0.0,382
1HGr2Dmp762rDNbGFwd97YQZr4kSxmTBZk,2017-08-25 20:27:02,67800,P2PKH,82.54932784,82.54932784,0.0,383
1BoPuQLLejJxA7uRySyvFUgc3TbuQCLYcU,2017-08-25 20:27:02,67800,P2PKH,79.54864984,79.54864984,0.0,384
1GA5KS8KZqsVM8XykGq4zeAfGZSxtMnqUk,2017-08-25 20:27:02,67800,P2PKH,77.54847184,77.54847184,0.0,385
1MWv43im5QKLFzADo4ZPeW5gw9REkKhUL3,2017-08-25 20:27:02,67800,P2PKH,77.05029384,77.05029384,0.0,386
1ZkSWuH23nUWhoQ4hMAGWZXXU1TA5GGc5,2017-08-25 20:27:02,67800,P2PKH,76.86925962,76.86925962,0.0,387
1Fpjr8y2EiLLtyUH9aiAjgSiqPYe2qUNra,2017-08-25 20:27:02,67200,P2PKH,76.85681607,76.85681607,0.0,388
12NpZR9gNDNfAK9ULpqyRTVXqJEajRfSHd,2017-08-25 20:27:02,67800,P2PKH,76.43604407,76.43604407,0.0,389
1EEJyafyYJNq4k9pqeRFL8Rs4NaMYcfbBR,2017-08-26 15:39:02,67200,P2PKH,76.27003486,76.27003486,0.0,390
1CoeWB9jRCT4ttKXYrHwgaLb39rd99pKuV,2017-08-26 15:39:02,67200,P2PKH,75.88272018,75.88272018,0.0,391
stop at,392
19JTyZxsm6dxXu8TWXNFDg4CrajMPaNJzB,2017-08-14 19:13:53,56500,P2PKH,180.08268945,180.08268945,0.0,393
1M3CuMywXDLp8JLaq9hHA1rxptgNLpjDhy,2017-08-14 19:13:53,56500,P2PKH,177.64506149,177.64506149,0.0,394
15fNcgzekZBRKf2KqgpabfKweMcWNa3Xc1,2017-08-14 19:13:53,56500,P2PKH,176.87449649,176.87449649,0.0,395
1MX4NBrZPTB4w1a5h7W18N3R4TCh49P91R,2017-08-14 19:13:53,56500,P2PKH,175.28984063,175.28984063,0.0,396
1PUFmTqyDveQP2UV5k1jYFCiTrW7DGjPc,2017-08-14 19:13:53,56500,P2PKH,175.26843361,175.26843361,0.0,397
13Bqjbu4PUn2dmiV9T2X43Zmn524DAym6b,2017-08-14 19:13:53,56500,P2PKH,174.41840147,174.41840147,0.0,398
1JULmqULpePJGjmxsPDDzvzCh9UB3p3LTQ,2017-08-14 19:17:18,56500,P2PKH,174.41625867,174.41625867,0.0,399
1CBjwoWXeMBkE6KdTXkzzdLq2obqfHwEJN,2017-08-14 19:26:36,56500,P2PKH,174.39552935,174.39552935,0.0,400
1BRcKsfKCSpTjAPPJ4QfFVxJdBjShNPAiT,2017-08-14 19:28:56,56500,P2PKH,172.13069099,172.13069099,0.0,401
1HpdpLHjD2PCaZgF2K641PqgrjFom2jrcq,2017-08-14 19:37:58,56500,P2PKH,171.41012599,171.41012599,0.0,402
1NSeU1dL1f3YkY2T3JQAoXujnhHK88RvyD,2017-08-14 19:47:15,56500,P2PKH,171.35614199,171.35614199,0.0,403
14TsuLabGCNfJ4kC3seDgRWrZuU2eajjJP,2017-08-14 19:58:11,56500,P2PKH,170.73488733,170.73488733,0.0,404
1F2cvXFjPeCVTEtqpzzVzqBsjeZukcXYuo,2017-08-14 20:02:21,56500,P2PKH,170.7282462,170.7282462,0.0,405
1NVtQcGKqhPCw8wPMnnVUabSm4DaXkmzwu,2017-08-14 20:05:32,56500,P2PKH,169.7281812,169.7281812,0.0,406
1CNdn6Ea3wAjFygMcP2gnGYjafVNAZL6bU,2017-08-14 20:36:23,56500,P2PKH,165.7276162,165.7276162,0.0,407
14FSAbcVvQCAkL4twB1a8Ew9Sdwa7c1bhX,2017-08-14 20:36:23,56000,P2PKH,159.4901214,159.4901214,0.0,408
1KMxNVgLUt47iV8QYXP75G26QeXfC4z1R9,2017-08-14 20:36:23,56500,P2PKH,155.4895614,155.4895614,0.0,409
1LDJPhT3MNEvhuT6Hk7vB64cpAZypMuhSx,2017-08-14 20:36:23,56500,P2PKH,155.4273964,155.4273964,0.0,410
16mJQR1ip88uXRVeWjxKQUnHHtGSc5MbFF,2017-08-14 20:45:38,56500,P2PKH,155.40317549,155.40317549,0.0,411
13a9DceTdxi55LfsZzJePn97voWHe8NNof,2017-08-14 21:21:46,56500,P2PKH,155.39472309,155.39472309,0.0,412
1HKiPwA85ZpPyZiWumeRUEbZ8efaMg5EuV,2017-08-14 21:21:46,56500,P2PKH,151.39415809,151.39415809,0.0,413
18zHzUhFfVyqcifij1tURUde64hLWw2hNe,2017-08-14 21:21:46,56500,P2PKH,150.9632062,150.9632062,0.0,414
17rky8sZsMTnmspkpBuNNsxLZMfvQkf81S,2017-08-14 21:21:46,56500,P2PKH,149.4676412,149.4676412,0.0,415
19VttKyP5KuXtd5U8hcq2eEdZU5ELcacPd,2017-08-14 21:48:00,56500,P2PKH,149.3970762,149.3970762,0.0,416
1HcvYyX9HPKQuTxifRH7WNXFGYAu3vFNt,2017-08-14 21:48:00,56500,P2PKH,149.3615112,149.3615112,0.0,417
16u3i3JVxmPvTMvRWsNGJ85StsPkn283fP,2017-08-14 21:48:00,56500,P2PKH,146.64131679,146.64131679,0.0,418
