inputAddr,outputAddr1,outputAddr2,inputBTC,outputBTC1,outputBTC2,peeling ratio,TxTime,Fee,Address Type
17auN4qQzSuDJ7qF5Sje274edSNJGz4Uei,367f4YWz1VCFaqBqwbTrzwi2b1h2U3w1AF,32LXbyFH6egLXCn3n2G7uKRYFAoVF24qnv,1.6516,0.46777869,1.18378218,2.530645806032763 : 1,2018-07-20 15:52:50,3913,P2PKH
